Company Name;Country of Headquarters;ESG Score;;;;;;;;;
;;46,54;37,86;35,58;27,42;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;38,27;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;48,2;49,54;46,65;;;;;;;
;;;;;;;;;;;
;;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013
Adidas AG;Germany;91,55;89,98;92,1;90,82;86,38;85,58;88,42;93,5;86,72;90,93
Magnum AG;Germany;;;;;;;;;;
infas Holding AG;Germany;;;;;;;;;;
Starrag Group Holding AG;Switzerland;35,55;38,22;41,12;;;;;;;
Eckert & Ziegler Strahlen und Medizintechnik AG;Germany;46,74;43,37;45,11;36,36;;;;;;
Realtech AG;Germany;;;;;;;;;;
technotrans SE;Germany;29,09;23,57;;;;;;;;
Reederei Herbert Ekkenga Aktiengesellschaft Passagierschiffahrt;Germany;;;;;;;;;;
Basler AG;Germany;46,7;30,67;33,21;22,47;28,75;;;;;
All for One Group SE;Germany;58,17;55,28;45,98;21,1;;;;;;
Sino-German United AG;Germany;;;;;;;;;;
Einbecker Brauhaus AG;Germany;;;;;;;;;;
LUDWIG BECK am Rathauseck Textilhaus Feldmeier AG;Germany;;;;;;;;;;
ALBA SE;Germany;;;;;;;;;;
Private Equity Holding AG;Switzerland;8,37;8,74;9;8,28;5,13;;;;;
Swisscanto (CH) REF Responsible IFCA FA CHF;Switzerland;;;;;;;;;;
MPC Muenchmeyer Petersen Capital AG;Germany;;;;;;;;;;
CENIT AG;Germany;48,8;54,56;21,77;;;;;;;
B+S Banksysteme AG;Germany;;;;;;;;;;
1&1 AG;Germany;71,89;63,39;44,69;34,16;38,12;24,29;;;;
Software AG;Germany;69,24;65,37;57,8;44,04;52;38,28;53,54;45,94;47,7;41,34
EnBW Energie Baden Wuerttemberg AG;Germany;60,87;55,91;;;;;;;;
Adval Tech Holding AG;Switzerland;35;13,8;10,69;;;;;;;
CashMedien AG;Germany;;;;;;;;;;
Solutiance AG;Germany;;;;;;;;;;
CeoTronics Audio Video Data Communication AG;Germany;;;;;;;;;;
Centrotec SE;Germany;;;;;;;;;;
SUESS MicroTec SE;Germany;56,29;44,91;33,28;15,37;;;;;;
BVZ Holding AG;Switzerland;;;;;;;;;;
Intertainment AG;Germany;;;;;;;;;;
Muehlbauer Holding AG;Germany;;;;;;;;;;
Plenum AG;Germany;;;;;;;;;;
Elanix Biotechnologies AG;Germany;;;;;;;;;;
Sparta AG;Germany;;;;;;;;;;
Enapter AG;Germany;;;;;;;;;;
Lonza Group AG;Switzerland;84,89;85,32;87,22;80,86;71,11;71,84;64,22;66,02;69,23;66,38
Feintool International Holding AG;Switzerland;53,85;44,76;46,01;38,08;29,56;;;;;
CPU Softwarehouse AG;Germany;;;;;;;;;;
Euwax AG;Germany;;;;;;;;;;
Barry Callebaut AG;Switzerland;76,46;76,66;78,05;75,97;76,25;66,9;61,51;60,03;61,84;50,54
Red Rock Capital AG;Germany;;;;;;;;;;
Easy Software AG;Germany;;;;;;;;;;
Gesco SE;Germany;49,7;48,86;39,27;32,15;;;;;;
AS Creation Tapeten AG;Germany;27,62;;;;;;;;;
Holidaycheck Group AG;Germany;;;;;;;;;;
Schaffner Holding AG;Switzerland;31,44;24,22;;;;;;;;
Softing AG;Germany;;;;;;;;;;
UCA AG;Germany;;;;;;;;;;
Cicor Technologies Ltd;Switzerland;29,92;29,92;12,92;8,35;;;;;;
Hawesko Holding SE;Germany;55,49;48,54;;;;;;;;
Encavis AG;Germany;45,13;32,16;9,16;9,43;;;;;;
Straumann Holding AG;Switzerland;67,92;66,82;66,53;62,65;62,15;53,79;52,12;55,39;53,09;52,39
Stratec SE;Germany;71,11;64,29;48,36;37,56;;;;;;
Cancom SE;Germany;64,21;51,45;50,01;41,22;;;;;;
Kudelski SA;Switzerland;30,24;29,11;29,06;20,35;11,77;10,8;12,46;12,19;12,56;9,18
Eeii AG;Switzerland;5,1;4,58;3,15;;;;;;;
Bachem Holding AG;Switzerland;54,97;55,58;51,04;32,87;21,21;;;;;
MVV Energie AG;Germany;51,93;51,79;50,04;49,82;53,08;45,89;42,27;46,31;37,32;40,24
Aurubis AG;Germany;82,17;80,71;77,54;72,51;69,38;66,2;61,22;64,13;63,02;56,47
Kinarus Therapeutics Holding AG;Switzerland;6,79;4,91;;;;;;;;
Artnet AG;Germany;;;;;;;;;;
Medion AG;Germany;;;;;;;;;;
Deutsche Grundstuecksauktionen AG;Germany;;;;;;;;;;
Deutsche EuroShop AG;Germany;24,86;28,46;24,34;21,84;15,95;17,93;16,82;13,2;12,41;18,51
Rational AG;Germany;53,07;50,94;45,26;45,05;41,87;;;;;
First Sensor AG;Germany;46,52;44,11;43,87;;;;;;;
Tiscon AG;Germany;;;;;;;;;;
Abb Ltd;Switzerland;91,98;94,45;94,03;93,72;92,72;89,72;87,22;88,9;92,89;89,72
Zapf Creation AG;Germany;;;;;;;;;;
Q-Soft Verwaltungs AG;Germany;;;;;;;;;;
Splendid Medien AG;Germany;;;;;;;;;;
Pulsion Medical Systems SE;Germany;;;;;;;;;;
KST Beteiligungs AG;Germany;;;;;;;;;;
Talenthouse AG;Switzerland;;;;;;;;;;
DEAG Deutsche Entertainment AG;Germany;;;;;;;;;;
Castle Private Equity AG;Switzerland;12,72;10,07;7,95;;;;;;;
Alphaform AG;Germany;;;;;;;;;;
Philomaxcap AG;Germany;;;;;;;;;;
2Invest AG;Germany;;;;;;;;;;
Deufol SE;Germany;16,82;12,44;;;;;;;;
Surteco Group SE;Germany;45,62;51,36;42,8;40,11;;;;;;
Youngtimers AG;Switzerland;;;;;;;;;;
Swisscom AG;Switzerland;72,68;68,28;75,85;72,61;70,8;64,95;60,99;74,61;69,32;75,46
Nexus AG;Germany;53,76;53,04;40,01;;;;;;;
Carl Zeiss Meditec AG;Germany;70,29;71,74;71,8;63,19;61,65;55,24;;;;
SHS Viveon AG;Germany;;;;;;;;;;
Aap Implantate AG;Germany;;;;;;;;;;
Deutsche Real Estate AG;Germany;;;;;;;;;;
Atoss Software AG;Germany;;;;;;;;;;
11 88 0 Solutions AG;Germany;23,03;24,49;23,23;;;;;;;
Masterflex SE;Germany;36,29;33,76;32,13;;;;;;;
Aevis Victoria SA;Switzerland;13,96;19,54;17,87;;;;;;;
Panamax AG;Germany;;;;;;;;;;
TTL Beteiligungs und Grundbesitz AG;Germany;;;;;;;;;;
Orbis Se;Germany;;;;;;;;;;
Elmos Semiconductor SE;Germany;60,33;52,82;35,23;32,48;25,01;;;;;
Geberit AG;Switzerland;86,2;87,76;90,58;88,65;89,07;83,41;80,73;82,68;77,57;79,65
Bloxolid AG;Switzerland;;;;;;;;;;
Ad Pepper Media International NV;Germany;;;;;;;;;;
Transocean Ltd;Switzerland;55,57;55,78;57,66;61,71;55,55;65,51;44,11;43,68;53,58;56,79
PVA TePla AG;Germany;34,55;31,86;30,57;;;;;;;
CoDon AG;Germany;;;;;;;;;;
Hyrican Informationssysteme AG;Germany;;;;;;;;;;
Roche Holding AG;Switzerland;94,42;94,41;95,06;92,81;88,97;89,23;87,48;89,34;89,7;81,09
Televerbier SA;Switzerland;;;;;;;;;;
TC Unterhaltungselektronik AG;Germany;;;;;;;;;;
3U Holding AG;Germany;;;;;;;;;;
iShares TecDAX® UCITS ETF (DE) EUR (Acc);Germany;;;;;;;;;;
Dierig Holding AG;Germany;;;;;;;;;;
Bechtle AG;Germany;69,19;53,41;46,08;33,45;30,35;;;;;
NorCom Information Technology GmbH & Co KgaA;Germany;;;;;;;;;;
OEKOWORLD AG;Germany;;;;;;;;;;
United Labels AG;Germany;;;;;;;;;;
Infineon Technologies AG;Germany;83,05;83,06;82,17;76,73;76,99;78,96;82,99;80,02;74,31;73,17
Msg Life Ag;Germany;23,3;15,96;;;;;;;;
German Values Property Group AG;Germany;;;;;;;;;;
Cts Eventim AG & Co KgaA;Germany;36,96;43,35;36,48;27,36;26,15;25,21;;;;
DCI Database for Commerce and Industry AG;Germany;;;;;;;;;;
iShares MDAX® UCITS ETF (DE);Germany;;;;;;;;;;
CPH Chemie und Papier Holding AG;Switzerland;17,36;16,67;16,35;;;;;;;
St Galler Kantonalbank AG;Switzerland;6,16;2,54;3,59;;;;;;;
Swissquote Group Holding SA;Switzerland;57,51;48,03;50,61;20,28;22,99;;;;;
Dr Hoenle AG;Germany;27,26;28,93;18,52;;;;;;;
Deutsche Post AG;Germany;79,54;83,55;85,55;87,09;80,12;80,3;82,87;80,36;78,1;79,5
Mueller Die lila Logistik SE;Germany;;;;;;;;;;
Hydrotec Gesellschaft fuer Wassertechnik AG;Germany;;;;;;;;;;
Allreal Holding AG;Switzerland;44,69;50,3;45,95;42,4;27,96;24,3;28,83;26,46;27,14;26,15
Energiekontor AG;Germany;;;;;;;;;;
PSP Swiss Property AG;Switzerland;58,1;60,64;45,38;40,3;39,66;30,54;34,99;33,56;31,19;26,42
Pro DV AG;Germany;;;;;;;;;;
SNP Schneider Neureither & Partner SE;Germany;50,98;52,29;39,81;;;;;;;
MS Industrie AG;Germany;;;;;;;;;;
DocCheck AG;Germany;;;;;;;;;;
QBeyond AG;Germany;68,46;70;68,94;;;;;;;
Swiss Prime Site AG;Switzerland;61,37;62,89;64,05;56,61;51,45;47,33;46,19;48,09;35,82;23,17
Allgeier SE;Germany;47,05;43,03;34,18;;;;;;;
Schweizer Electronic AG;Germany;32,03;29,93;;;;;;;;
Givaudan SA;Switzerland;77,54;75,87;75,58;73,41;74,73;70,58;67,33;73,94;71,34;70,71
Grenke AG;Germany;77,44;57,09;50,01;39,49;42,13;36,2;;;;
BMP Pharma Trading AG;Germany;;;;;;;;;;
Spobag AG;Germany;;;;;;;;;;
GBS Software AG;Germany;;;;;;;;;;
Instant Group AG;Germany;;;;;;;;;;
Wirecard AG;Germany;36,81;28,89;31,53;29,92;28,57;16,13;14,04;15,92;;
TX Group AG;Switzerland;47,43;39,73;16,95;14,83;16,64;;;;;
Borussia Dortmund GmbH & Co KGaA;Germany;55,1;52,92;51,1;47,18;;;;;;
Paragon GmbH & Co KGaA;Germany;23,43;;;;;;;;;
Deutsche Boerse AG;Germany;75,27;77,15;73,32;73,18;73,17;72,19;69,32;66,31;64,53;64,86
Garmin Ltd;Switzerland;60,9;64,24;61,12;56,94;56,88;59,97;54,84;59,1;49,08;63,02
Funkwerk AG;Germany;;;;;;;;;;
Mediclin AG;Germany;39,31;35,05;;;;;;;;
Ls Telcom AG;Germany;;;;;;;;;;
iShares SLI UCITS ETF (DE);Germany;;;;;;;;;;
OHB SE;Germany;45,85;40,87;30,9;32,96;;;;;;
Nebag ag;Switzerland;;;;;;;;;;
Fraport Frankfurt Airport Services Worldwide AG;Germany;79,64;84,68;82,36;83,82;82,2;85,82;86,24;83,5;80,86;75,46
Homag Group AG;Germany;;;;;;;;;;
MCH Group AG;Switzerland;26,92;24,35;20,91;;;;;;;
iShares STOXX Europe 600 Banks UCITS ETF (DE);Germany;;;;;;;;;;
iShares EURO STOXX Banks 30-15 UCITS ETF (DE) Dist;Germany;;;;;;;;;;
Ishares Stoxx Europe 600 Health Care (De);Germany;;;;;;;;;;
iShares STOXX Europe 600 Technology UCITS ETF Dis;Germany;;;;;;;;;;
iShares STOXX Europe 600 Telecommunications (DE);Germany;;;;;;;;;;
iShares Dow Jones Industrial Average (DE);Germany;;;;;;;;;;
init innovation in traffic systems SE;Germany;49,48;44,1;37,47;;;;;;;
Luzerner Kantonalbank AG;Switzerland;13,79;14,34;15,41;12,38;;;;;;
Schilthornbahn AG;Switzerland;;;;;;;;;;
Thermalbad Zurzach AG;Switzerland;;;;;;;;;;
DLB Anlageservice AG;Germany;;;;;;;;;;
PlanetHome Investment AG;Germany;;;;;;;;;;
Interstahl Handel Holding AG;Germany;;;;;;;;;;
Bucher Industries AG;Switzerland;61,3;57,23;53,95;50,3;48,53;;;;;
Beteiligungen im Baltikum AG;Germany;;;;;;;;;;
GBK Beteiligungen AG;Germany;;;;;;;;;;
Shareholder Value Beteiligungen AG;Germany;;;;;;;;;;
Credit Suisse Real Estate Fund Siat A;Switzerland;;;;;;;;;;
Regenbogen AG;Germany;;;;;;;;;;
Aareal Bank AG;Germany;72,88;73,59;73,43;69,7;71,9;67,48;60,64;60,96;54,62;55,14
SOLAR FABRIK AG FUER PRODUKTION UND VERTRIEB VON SOLARTECh PROD;Germany;;;;;;;;;;
iShares STOXX Europe 600 Insurance UCITS ETF (DE);Germany;;;;;;;;;;
iShares STOXX Europe 600 Media UCITS ETF (DE);Germany;;;;;;;;;;
iShares STOXX Europe 600 Pers & Househld Gds (DE);Germany;;;;;;;;;;
iShares STOXX Europe 600 Retail UCITS ETF (DE);Germany;;;;;;;;;;
iShares STOXX Europe 600 Utilities UCITS ETF (DE);Germany;;;;;;;;;;
iShares STOXX Europe 600 Automobiles & Parts Dis;Germany;;;;;;;;;;
Ishares Stoxx Europe 600 Basic Resources (De);Germany;;;;;;;;;;
iShares STOXX Europe 600 Chemicals UCITS ETF (DE);Germany;;;;;;;;;;
iShares STOXX Europe 600 Constr & Materials (DE);Germany;;;;;;;;;;
iShares STOXX Europe 600 Travel & Leisure (DE);Germany;;;;;;;;;;
iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE);Germany;;;;;;;;;;
Ishares Stoxx Europe 600 Financial Services (De);Germany;;;;;;;;;;
iShares STOXX Europe 600 Food & Beverage (DE);Germany;;;;;;;;;;
iShares STOXX Europe 600 Ind Goods & Serv (DE);Germany;;;;;;;;;;
Your Family Entertainment AG;Germany;;;;;;;;;;
Swiss Life Holding AG;Switzerland;74,6;74,47;68,71;65,29;66,38;60,04;54,89;57,08;53,58;55,54
Fonds Immobilier Romand FIR;Switzerland;;;;;;;;;;
Kuros Biosciences AG;Switzerland;30,68;37,42;31,54;;;;;;;
Horus AG;Germany;;;;;;;;;;
Banque Cantonale Vaudoise;Switzerland;63,07;51,05;31,91;34;28,24;25,74;23,63;26,25;25,34;31,08
Paul Hartmann AG;Germany;;;;;;;;;;
iShares eb.rexx(R) Government Germany (DE);Germany;;;;;;;;;;
DNI Beteiligungen AG;Germany;;;;;;;;;;
Bluepool AG;Germany;;;;;;;;;;
Falkenstein Nebenwerte AG;Germany;;;;;;;;;;
Syrakus Holding AG;Germany;;;;;;;;;;
DIC Asset AG;Germany;63,9;60,16;53,68;55,57;;;;;;
iShares eb.rexx(R)Gov Germany 1.5-2.5 (DE) EUR Dis;Germany;;;;;;;;;;
iShares eb.rexx(R) Government Germany 2.5-5.5 (DE);Germany;;;;;;;;;;
iShares eb.rexx(R) Government Ger 5.5-10.5 (DE);Germany;;;;;;;;;;
Sleepz AG;Germany;;;;;;;;;;
Tmc Content Group AG;Switzerland;;;;;;;;;;
iShares Swiss Domestic Government Bond 3-7 (CH);Switzerland;;;;;;;;;;
iShares Swiss Domestic Government Bond 7-15 (CH);Switzerland;;;;;;;;;;
UBS ETF (CH) - SMI® (CHF) A-dis;Switzerland;;;;;;;;;;
iShares STOXX Europe 600 UCITS ETF (DE);Germany;;;;;;;;;;
Scherzer & Co AG;Germany;;;;;;;;;;
Basilea Pharmaceutica AG Allschwil;Switzerland;43,16;40,21;39,37;38,88;41,51;40,47;36,56;43,85;38,94;37,85
HPI AG;Germany;;;;;;;;;;
Activa Resources AG;Germany;;;;;;;;;;
Epigenomics AG;Germany;;;;;;;;;;
Wild Bunch AG;Germany;;;;;;;;;;
NSI Asset AG;Germany;;;;;;;;;;
Salvator Vermoegensverwaltungs GmbH;Germany;;;;;;;;;;
Medios AG;Germany;;;;;;;;;;
Alzchem Group AG;Germany;47,1;31,55;22,67;;;;;;;
Trade & Value AG;Germany;;;;;;;;;;
USU Software AG;Germany;47,66;41,54;;;;;;;;
sino AG;Germany;;;;;;;;;;
Deutsche Cannabis AG;Germany;;;;;;;;;;
Ypsomed Holding AG;Switzerland;52,98;50,86;44,09;36,35;32,02;;;;;
Phoenix Solar AG;Germany;;;;;;;;;;
InTiCa Systems SE;Germany;36,08;33,54;12,81;;;;;;;
Heliad Equity Partners GmbH & Co KGaA;Germany;;;;;;;;;;
SES Solar Inc;Switzerland;;;;;;;;;;
iShares Pfandbriefe UCITS ETF (DE);Germany;;;;;;;;;;
Emmi AG;Switzerland;56,66;55,47;48,05;47,25;45,87;34,38;35,09;46,69;46,78;41,47
iShares SMIM® ETF (CH);Switzerland;;;;;;;;;;
FlashZero Corp;Germany;;;;;;;;;;
bet-at-home.com AG;Germany;28,29;26,25;21,6;13,73;11,19;;;;;
Lanxess AG;Germany;82,55;80,88;77,88;75,29;64,57;63,48;69,08;67,24;69,06;66,69
Paion AG;Germany;;;;;;;;;;
Deutsche Bank Dax Dvg;Germany;;;;;;;;;;
Dottikon Es Holding AG;Switzerland;7,14;7,8;;;;;;;;
iShares STOXX Europe Large 200 UCITS ETF (DE);Germany;;;;;;;;;;
iShares DivDAX® (DE);Germany;;;;;;;;;;
iShares STOXX Europe Mid 200 (DE);Germany;;;;;;;;;;
iShares STOXX Europe Small 200 UCITS ETF (DE);Germany;;;;;;;;;;
Schnigge Capital Markets SE;Germany;;;;;;;;;;
Nordex SE;Germany;80,51;78,97;73,6;52,24;50,01;;;;;
Evolva Holding SA;Switzerland;17,57;17,68;13,98;13,78;;;;;;
iShares EURO STOXX Select Dividend 30 UCITS ETF DE;Germany;;;;;;;;;;
iShares STOXX Europe Select Dividend 30 (DE);Germany;;;;;;;;;;
iShares EURO STOXX UCITS ETF (DE);Germany;;;;;;;;;;
MTU Aero Engines AG;Germany;83,18;85,39;80,21;82,23;76,58;78,11;73,87;53,05;52,28;50,22
MEDIQON Group AG;Germany;;;;;;;;;;
Coreo AG;Germany;;;;;;;;;;
Franconofurt AG;Germany;;;;;;;;;;
RCM Beteiligungs AG;Germany;;;;;;;;;;
iShares SMI® ETF (CH);Switzerland;;;;;;;;;;
Ifa Systems AG;Germany;;;;;;;;;;
Mobimo Holding AG;Switzerland;68,06;67,82;65,77;60,26;59,88;53,74;55,78;55,66;48,27;46,83
Rim AG;Germany;;;;;;;;;;
Vaudoise Assurances Holding SA;Switzerland;;;;;;;;;;
INTERSHOP Communications AG;Germany;;;;;;;;;;
OPENLIMIT HOLDING in Liquidation AG;Switzerland;;;;;;;;;;
Sunline AG;Germany;;;;;;;;;;
Global PVQ SE;Germany;58,81;47,72;48,95;46,36;42,44;20,84;7,21;;;
Ernst Russ AG;Germany;;;;;;;;;;
CD Deutsche Eigenheim AG;Germany;;;;;;;;;;
iShares eb.rexx(R) Government Germany 10.5+ (DE);Germany;;;;;;;;;;
iShares Dow Jones U.S. Select Dividend (DE);Germany;;;;;;;;;;
EFG International AG;Switzerland;50,05;43,98;30,27;32,32;20,91;17,52;17,17;19,74;19,43;18,43
iShares ATX (DE);Germany;;;;;;;;;;
ZEAL Network SE;Germany;;;;;;;;;;
Laiqon AG;Germany;;;;;;;;;;
Seven Principles AG;Germany;;;;;;;;;;
Hoher Kasten Drehrestaurant und Seilbahn AG;Switzerland;;;;;;;;;;
Saastal Bergbahnen AG;Switzerland;;;;;;;;;;
Plaston Holding AG Widnau;Switzerland;;;;;;;;;;
HBM Healthcare Investments AG;Switzerland;17,33;16,08;16,21;9,47;;;;;;
Bank in Zuzwil AG;Switzerland;;;;;;;;;;
Lienhardt & Partner Privatbank Zuerich AG;Switzerland;;;;;;;;;;
Ersparniskasse Affoltern iE AG;Switzerland;;;;;;;;;;
Regiobank Maennedorf AG;Switzerland;;;;;;;;;;
Leihkasse Stammheim AG;Switzerland;;;;;;;;;;
Spar- und Leihkasse Bucheggberg AG;Switzerland;;;;;;;;;;
Spar- und Leihkasse Frutigen AG;Switzerland;;;;;;;;;;
Bank SLM AG;Switzerland;;;;;;;;;;
SB Saanen Bank AG;Switzerland;;;;;;;;;;
Spar und Leihkasse Wynigen AG;Switzerland;;;;;;;;;;
Clientis Sparkasse Oftringen Genossenschaft;Switzerland;;;;;;;;;;
Seehuegel Rueschlikon AG in Liquidation;Switzerland;;;;;;;;;;
Bank Oberaargau AG;Switzerland;;;;;;;;;;
Suvretta Haus AG;Switzerland;;;;;;;;;;
Agruna AG;Switzerland;;;;;;;;;;
Aluminium Laufen AG Liesberg;Switzerland;;;;;;;;;;
Arosa Bergbahnen AG;Switzerland;;;;;;;;;;
Auto AG Schwyz;Switzerland;;;;;;;;;;
Badrutt's Palace Hotel AG;Switzerland;;;;;;;;;;
Kongresshaus Zuerich AG;Switzerland;;;;;;;;;;
Loewengarten AG;Switzerland;;;;;;;;;;
BuchsMedien AG;Switzerland;;;;;;;;;;
Ferien und Sportzentrum Hoch Ybrig AG;Switzerland;;;;;;;;;;
Patiswiss AG;Switzerland;;;;;;;;;;
Kursaal Bern AG;Switzerland;;;;;;;;;;
Compagnie de Chemin de Fer et d'Autobus Sierre Montana Crans SMC SA;Switzerland;;;;;;;;;;
Bergbahnen Spluegen Tambo AG Spluegen;Switzerland;;;;;;;;;;
Dolder Hotel AG;Switzerland;;;;;;;;;;
Eskimo Textil AG;Switzerland;;;;;;;;;;
ebs Erdgas & Biogas AG;Switzerland;;;;;;;;;;
Genossenschaft Lenk Bergbahnen;Switzerland;;;;;;;;;;
Bergbahnen Destination Gstaad AG;Switzerland;;;;;;;;;;
Heim im Bergli AG;Switzerland;;;;;;;;;;
Portes du Soleil Suisse SA;Switzerland;;;;;;;;;;
Cresta Palace Celerina AG;Switzerland;;;;;;;;;;
Kursaal Interlaken Holding AG;Switzerland;;;;;;;;;;
Brunni Bahnen Engelberg AG;Switzerland;;;;;;;;;;
Luftseilbahn Grindelwald Pfingstegg AG;Switzerland;;;;;;;;;;
Luftseilbahn Jakobsbad Kronberg AG;Switzerland;;;;;;;;;;
Luftseilbahn Wasserauen Ebenalp AG;Switzerland;;;;;;;;;;
Luftseilbahn Wengen Maennlichen AG;Switzerland;;;;;;;;;;
Lyceum Alpinum Zuoz AG;Switzerland;;;;;;;;;;
Schauspielhaus Zuerich AG;Switzerland;;;;;;;;;;
Opernhaus Zuerich AG;Switzerland;;;;;;;;;;
Parkhotel Giessbach AG;Switzerland;;;;;;;;;;
Inovil SA;Switzerland;;;;;;;;;;
Radio Zuerisee AG;Switzerland;;;;;;;;;;
Railtour Suisse SA;Switzerland;;;;;;;;;;
Raststaette Thurau AG;Switzerland;;;;;;;;;;
Gotthard Raststaette A2 Uri AG;Switzerland;;;;;;;;;;
Reishauer Beteiligungen AG;Switzerland;;;;;;;;;;
Rhaetische Bahn AG RhB;Switzerland;;;;;;;;;;
Bergbahnen Hohsaas AG;Switzerland;;;;;;;;;;
Schifffahrtsgesellschaft Hallwilersee AG;Switzerland;;;;;;;;;;
Schweizerische Schifffahrtsgesellschaft Untersee Und Rhein AG;Switzerland;;;;;;;;;;
Sattel Hochstuckli AG;Switzerland;;;;;;;;;;
Sportbahnen Pischa AG LDP;Switzerland;;;;;;;;;;
Zuercher Landbank AG;Switzerland;;;;;;;;;;
Sursee-Triengen-Bahn AG;Switzerland;;;;;;;;;;
Treib Seelisberg Bahn AG;Switzerland;;;;;;;;;;
Tuwag Immobilien AG;Switzerland;;;;;;;;;;
Waedi Brau Huus AG;Switzerland;;;;;;;;;;
Zoologischer Garten Basel AG;Switzerland;;;;;;;;;;
Zuercher Engros Markthalle AG;Switzerland;;;;;;;;;;
Niederhornbahn AG;Switzerland;;;;;;;;;;
Casino de Montreux SA;Switzerland;;;;;;;;;;
Stoosbahnen AG;Switzerland;;;;;;;;;;
ZSC Lions AG;Switzerland;;;;;;;;;;
DKSH Holding AG;Switzerland;75,55;75,51;72,73;56;49,45;24,17;21,78;9,46;11,54;
Zoo Zuerich AG;Switzerland;;;;;;;;;;
Pilatus Bahnen AG;Switzerland;;;;;;;;;;
Stadtcasino Baden AG;Switzerland;;;;;;;;;;
Camerit AG;Germany;;;;;;;;;;
MNP Petroleum Corp;Switzerland;;;;;;;;;;
NanoFocus AG;Germany;;;;;;;;;;
VIB Vermoegen AG;Germany;;;;;;;;;;
mVISE AG;Germany;;;;;;;;;;
CLIQ Digital AG;Germany;;;;;;;;;;
JDC Group AG;Germany;;;;;;;;;;
Savognin Bergbahnen AG;Switzerland;;;;;;;;;;
Haemato AG;Germany;;;;;;;;;;
Dufry AG;Switzerland;56,37;53,47;53,16;53;36,04;36,58;31,31;30,27;29,24;23,03
4Sc AG;Germany;;;;;;;;;;
Hoevelrat Holding AG;Germany;;;;;;;;;;
Plan Optik AG;Germany;;;;;;;;;;
Independent Capital AG;Germany;;;;;;;;;;
Lehner Investments AG;Germany;;;;;;;;;;
BAVARIA Industries Group AG;Germany;;;;;;;;;;
Adev Wasserkraftwerk AG;Switzerland;;;;;;;;;;
HBB Holding AG;Switzerland;;;;;;;;;;
Rigi Bahnen AG;Switzerland;;;;;;;;;;
Transports publics fribourgeois Holding TPF SA;Switzerland;;;;;;;;;;
Skilift AG Innereriz;Switzerland;;;;;;;;;;
Jaquet SA;Switzerland;;;;;;;;;;
Societe Cooperative dhabitation La Serpentine;Switzerland;;;;;;;;;;
La Maison Ouvriere C SA;Switzerland;;;;;;;;;;
Smartbroker Holding AG;Germany;;;;;;;;;;
Partners Group Holding AG;Switzerland;61,49;54,41;47,95;47,08;39,51;39,7;24,04;21,56;18,75;15,16
Immovaria Real Estate AG;Germany;;;;;;;;;;
Implenia AG;Switzerland;64,72;63,78;63,45;52,28;48,39;;;;;
Bergbahnen Brigels Waltensburg Andiast SA;Switzerland;;;;;;;;;;
Patrizia SE;Germany;55,92;60,39;52,01;42,95;36,33;;;;;
Abn Mkt Rici Chf;Germany;;;;;;;;;;
Air Berlin Plc;Germany;;;;;;;;;;
ZKB Gold ETF AA CHF;Switzerland;;;;;;;;;;
Ecotel Communication AG;Germany;;;;;;;;;;
Wacker Chemie AG;Germany;75,64;67,76;67,8;65,28;53,19;55,17;53,13;51,39;56,33;53,54
Deutsche Wohnen SE;Germany;83,17;76,96;67,76;71,18;71,61;53,46;47,81;48,71;38,86;39
iShares NASDAQ-100® UCITS ETF (DE);Germany;;;;;;;;;;
iShares Dow Jones AsPac Sel Div 50 UCITS ETF (DE);Germany;;;;;;;;;;
iShares Dow Jones China Offshore 50 (DE);Germany;;;;;;;;;;
Ishares Dow Jones Euro Stoxx Sustainability AG;Germany;;;;;;;;;;
Bio-Gate AG;Germany;;;;;;;;;;
SFC Energy AG;Germany;27,11;29,46;;;;;;;;
Kloeckner & Co SE;Germany;66,17;56,46;51,15;48,95;50,11;51,48;47,05;46,79;47,67;46,58
MBB SE;Germany;46,41;32,79;39,36;16,8;17,45;;;;;
DISO Verwaltungs AG;Germany;;;;;;;;;;
Viscom AG;Germany;37,8;27,71;21,9;;;;;;;
EQS Group AG;Germany;;;;;;;;;;
Burckhardt Compression Holding AG;Switzerland;47,85;40,99;40,42;29,58;;;;;;
Yoc AG;Germany;;;;;;;;;;
Wacker Neuson SE;Germany;67,34;58,05;52,36;30,23;15,8;;;;;
Bauer AG;Germany;42,3;42,1;;;;;;;;
Datagroup SE;Germany;25,69;;;;;;;;;
Gateway Real Estate AG;Germany;;;;;;;;;;
Artec Technologies AG;Germany;;;;;;;;;;
Coltene Holding AG;Switzerland;58;51,79;31,97;19,35;;;;;;
Itn Nanovation AG;Germany;;;;;;;;;;
Vivanco Gruppe AG;Germany;;;;;;;;;;
CGift AG;Germany;;;;;;;;;;
Arbitrage Investment AG;Germany;;;;;;;;;;
Hochdorf Holding AG;Switzerland;28,22;22,81;23,65;;;;;;;
Biofrontera AG;Germany;;;;;;;;;;
Endor AG;Germany;;;;;;;;;;
ISC Business Technology AG;Switzerland;;;;;;;;;;
iShares Euro Government Bond Capped 1.5-10.5yr(DE);Germany;;;;;;;;;;
